corpus_id,domain,subdomain,corpus_or_collection,current_primary_route,gita_press_partnership_role,confidence,direct_catalog_match_count,matched_product_codes_sample,matched_product_titles_sample,candidate_catalog_categories,potential_plan_change_if_signed,what_gita_press_can_supply,what_it_does_not_replace,fallback_if_partnership_fails,official_evidence_url,assessment_notes
COR-0453,10 Sacred Places and Temples,Population-scale temple census,Maharashtra and Goa temples,USER_NEGOTIATE_INSTITUTION,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0454,10 Sacred Places and Temples,Population-scale temple census,Northeast regional Hindu temples,USER_NEGOTIATE_INSTITUTION,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0455,10 Sacred Places and Temples,Population-scale temple census,Nepal Hindu temples and tirthas,USER_NEGOTIATE_INSTITUTION,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0456,10 Sacred Places and Temples,Population-scale temple census,Sri Lanka Hindu temples,USER_NEGOTIATE_INSTITUTION,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0457,10 Sacred Places and Temples,Population-scale temple census,Bangladesh and Pakistan surviving Hindu sites,USER_NEGOTIATE_INSTITUTION,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0458,10 Sacred Places and Temples,Population-scale temple census,Southeast Asian Hindu temple heritage,USER_NEGOTIATE_INSTITUTION,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0459,10 Sacred Places and Temples,Population-scale temple census,Global diaspora mandirs and living communities,USER_NEGOTIATE_INSTITUTION,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0460,11 Ritual and Lived Practice,Domestic and lifecycle,Daily nitya-karma manuals by tradition,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0461,11 Ritual and Lived Practice,Domestic and lifecycle,Sandhyavandana by Vedic school,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0462,11 Ritual and Lived Practice,Domestic and lifecycle,Home puja manuals by deity/tradition,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0463,11 Ritual and Lived Practice,Domestic and lifecycle,Samskara manuals from conception through antyeshti,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0464,11 Ritual and Lived Practice,Domestic and lifecycle,Shraddha and ancestor rites by region/tradition,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0465,11 Ritual and Lived Practice,Domestic and lifecycle,Vrata manuals and vrata-katha corpus,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0466,11 Ritual and Lived Practice,Domestic and lifecycle,Fasting rules including Ekadashi traditions,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0467,11 Ritual and Lived Practice,Domestic and lifecycle,Household festival procedure corpus,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0468,11 Ritual and Lived Practice,Domestic and lifecycle,Pilgrimage procedure and sankalpa manuals,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0469,11 Ritual and Lived Practice,Domestic and lifecycle,Modern trusted how-to guidance from institutions,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.",Permissions from publishers/temples/lineages; document variants; commission missing procedures,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0470,11 Ritual and Lived Practice,Temple and priestly,"Nitya, naimittika and kamya temple ritual manuals",USER_COMMISSION_FIELDWORK,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Fieldwork, informed consent, cultural protocol and institution-specific permissions",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0471,11 Ritual and Lived Practice,Temple and priestly,Consecration and renovation ritual corpus,USER_COMMISSION_FIELDWORK,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Fieldwork, informed consent, cultural protocol and institution-specific permissions",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0472,11 Ritual and Lived Practice,Temple and priestly,Utsava procedure manuals,USER_COMMISSION_FIELDWORK,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Fieldwork, informed consent, cultural protocol and institution-specific permissions",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0473,11 Ritual and Lived Practice,Temple and priestly,"Alankara, naivedya and music service traditions",USER_COMMISSION_FIELDWORK,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Fieldwork, informed consent, cultural protocol and institution-specific permissions",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0474,11 Ritual and Lived Practice,Temple and priestly,Temple kitchen and prasada traditions,USER_COMMISSION_FIELDWORK,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Fieldwork, informed consent, cultural protocol and institution-specific permissions",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0475,11 Ritual and Lived Practice,Temple and priestly,Priestly oral explanations and local procedure registers,USER_COMMISSION_FIELDWORK,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Fieldwork, informed consent, cultural protocol and institution-specific permissions",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0476,11 Ritual and Lived Practice,Temple and priestly,Women's domestic ritual and oral vrata traditions,USER_COMMISSION_FIELDWORK,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Fieldwork, informed consent, cultural protocol and institution-specific permissions",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0477,11 Ritual and Lived Practice,Temple and priestly,"Folk, tribal and regional Hindu ritual traditions",USER_COMMISSION_FIELDWORK,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Fieldwork, informed consent, cultural protocol and institution-specific permissions",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0478,12 Calendrics and Panchanga,Astronomical and regional calendars,Rashtriya Panchang annual editions and tables,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0479,12 Calendrics and Panchanga,Astronomical and regional calendars,Surya Siddhanta and astronomical canon,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0480,12 Calendrics and Panchanga,Astronomical and regional calendars,Drik and vakya panchanga calculation traditions,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0481,12 Calendrics and Panchanga,Astronomical and regional calendars,Amanta and purnimanta lunar calendars,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0482,12 Calendrics and Panchanga,Astronomical and regional calendars,"Solar calendars — Tamil, Malayalam, Bengali, Odia, Assamese and related",AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0483,12 Calendrics and Panchanga,Astronomical and regional calendars,Regional panchang annuals by state/language,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0484,12 Calendrics and Panchanga,Astronomical and regional calendars,Temple-specific calendars,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0485,12 Calendrics and Panchanga,Astronomical and regional calendars,Matha/sampradaya calendars,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0486,12 Calendrics and Panchanga,Astronomical and regional calendars,Diaspora location-specific panchangas,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0487,12 Calendrics and Panchanga,Astronomical and regional calendars,Festival date rule corpus including adhika/kshaya/intercalation and local observance rules,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Download government/open tables; license publisher panchangas; derive only with auditable algorithms,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0488,13 Festivals and Observances,Festival dossiers,Pan-Indian major festival corpus,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Combine public sources with permissions from temples, committees and publishers",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0489,13 Festivals and Observances,Festival dossiers,Regional and state festival corpus,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Combine public sources with permissions from temples, committees and publishers",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0490,13 Festivals and Observances,Festival dossiers,Temple-specific festival corpus,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Combine public sources with permissions from temples, committees and publishers",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0491,13 Festivals and Observances,Festival dossiers,Deity-specific jayanti and utsava corpus,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Combine public sources with permissions from temples, committees and publishers",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0492,13 Festivals and Observances,Festival dossiers,Monthly tithi observance corpus,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Combine public sources with permissions from temples, committees and publishers",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0493,13 Festivals and Observances,Festival dossiers,Weekly deity observance corpus,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Combine public sources with permissions from temples, committees and publishers",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0494,13 Festivals and Observances,Festival dossiers,Ekadashi corpus by name and tradition,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Combine public sources with permissions from temples, committees and publishers",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0495,13 Festivals and Observances,Festival dossiers,"Pradosha, Sankashti, Purnima and Amavasya observances",USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Combine public sources with permissions from temples, committees and publishers",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0496,13 Festivals and Observances,Festival dossiers,Navaratri regional traditions,USER_NEGOTIATE_INSTITUTION,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM_FOR_CATEGORY; LOW_FOR_EXACT_TARGET,0,,,,REQUEST_CATEGORY-LEVEL CATALOG AND ADD MATCHING ITEMS; keep existing acquisition route,"Stories, deity/saint biographies, daily practice, worship, festival guidance, picture stories or Kalyan thematic material.","Every regional variant, temple-specific procedure, living tradition or external source tradition.","Combine public sources with permissions from temples, committees and publishers",https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
